number,value,datetime_start,datetime_complete,duration,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_weight_0,params_weight_1,params_weight_2,state,trial_number,iterations,learning_rate,depth,l2_leaf_reg,class_weight_0,class_weight_1,class_weight_2,f1_score
55.0,0.4527860199823365,2025-03-30 21:52:15.032423,2025-03-30 21:52:17.330434,0 days 00:00:02.298011,8.0,204.0,0.484966512479391,0.007718803627683,1.8742545856296453,3.175472347001281,4.363636182281853,COMPLETE,,,,,,,,,
56.0,0.5036175706218392,2025-03-30 21:52:17.330434,2025-03-30 21:52:23.892526,0 days 00:00:06.562092,10.0,163.0,0.8447984454064511,0.0100268525350871,1.794544639511024,2.946684934399255,4.545357788326837,COMPLETE,,,,,,,,,
57.0,0.4679394249310097,2025-03-30 21:52:23.892526,2025-03-30 21:52:36.512498,0 days 00:00:12.619972,10.0,157.0,1.7365858931256772,0.0048539721151914,1.7897195175974965,2.640991130290933,4.576593578283395,COMPLETE,,,,,,,,,
58.0,0.2440561424554826,2025-03-30 21:52:36.512498,2025-03-30 21:52:43.433348,0 days 00:00:06.920850,10.0,423.0,0.901528605688918,0.0105213197001381,1.6984188489613636,3.371740514380705,4.217560343860366,COMPLETE,,,,,,,,,
59.0,0.2510655621109711,2025-03-30 21:52:43.433348,2025-03-30 21:52:50.045963,0 days 00:00:06.612615,10.0,180.0,1.5046070353731205,0.0027715595534515,1.9683517764650336,3.703753544349032,5.25789792776153,COMPLETE,,,,,,,,,
60.0,0.4545947223473837,2025-03-30 21:52:50.048285,2025-03-30 21:52:52.459736,0 days 00:00:02.411451,7.0,160.0,2.6196007677838136,0.0073235537579883,1.85355504400208,2.9296839945619304,4.716606805308538,COMPLETE,,,,,,,,,
61.0,0.4595972761664564,2025-03-30 21:52:52.459736,2025-03-30 21:52:56.916030,0 days 00:00:04.456294,9.0,202.0,0.3610734128411745,0.0157975062361617,1.562340008120029,3.015428779271149,4.140624118488261,COMPLETE,,,,,,,,,
62.0,0.4850531229989346,2025-03-30 21:52:56.916030,2025-03-30 21:53:00.846782,0 days 00:00:03.930752,9.0,185.0,0.1390042931837884,0.0109039898764511,1.6262687529573427,2.813305547866212,4.470057134980488,COMPLETE,,,,,,,,,
63.0,0.447797343164794,2025-03-30 21:53:00.846782,2025-03-30 21:53:05.362866,0 days 00:00:04.516084,9.0,116.0,0.166472792301926,0.0094078428583595,1.4824071052730856,2.716934869966089,4.482531483562568,COMPLETE,,,,,,,,,
64.0,0.4470164589550146,2025-03-30 21:53:05.362866,2025-03-30 21:53:11.628696,0 days 00:00:06.265830,9.0,182.0,0.5682411333339653,0.005638946846572,1.735781046850194,2.295773700539501,4.975515762160288,COMPLETE,,,,,,,,,
65.0,0.4785191031503164,2025-03-30 21:53:11.628696,2025-03-30 21:53:14.982136,0 days 00:00:03.353440,8.0,142.0,0.0011787385905453,0.0171981546162212,1.6232476140396996,2.5761900726807005,4.323008792119119,COMPLETE,,,,,,,,,
66.0,0.4815255558458686,2025-03-30 21:53:14.990869,2025-03-30 21:53:16.738053,0 days 00:00:01.747184,7.0,140.0,0.001216450640551,0.0107375616789,1.6476868079389535,2.168129528730087,4.354659060143938,COMPLETE,,,,,,,,,
67.0,0.445740369558409,2025-03-30 21:53:16.739814,2025-03-30 21:53:17.798763,0 days 00:00:01.058949,7.0,116.0,0.0045649687230678,0.0105035700202202,1.6687467336716804,2.123302444792192,7.995037368538359,COMPLETE,,,,,,,,,
68.0,0.4628432279058693,2025-03-30 21:53:17.798763,2025-03-30 21:53:19.093168,0 days 00:00:01.294405,7.0,166.0,0.0104713012389854,0.0084574409301252,1.1196567935468855,2.00479765217294,4.547277812263184,COMPLETE,,,,,,,,,
69.0,0.448013174882765,2025-03-30 21:53:19.093168,2025-03-30 21:53:21.210034,0 days 00:00:02.116866,8.0,136.0,0.0022856757407247,0.0039558048196909,1.7219903257122489,2.52477480028019,4.417044522603972,COMPLETE,,,,,,,,,
70.0,0.445740369558409,2025-03-30 21:53:21.210034,2025-03-30 21:53:22.114616,0 days 00:00:00.904582,6.0,231.0,0.0504827191929805,0.0130954844213705,1.927872620605518,3.154111119193717,4.917227024785433,COMPLETE,,,,,,,,,
71.0,0.4820083224694058,2025-03-30 21:53:22.114616,2025-03-30 21:53:26.331074,0 days 00:00:04.216458,8.0,138.0,0.0015306531351481,0.0162749730402406,1.6568219860744329,2.579560786170443,4.319796173206829,COMPLETE,,,,,,,,,
72.0,0.4800693806160307,2025-03-30 21:53:26.333208,2025-03-30 21:53:27.600875,0 days 00:00:01.267667,7.0,127.0,0.0020826923971203,0.0296855414334038,1.3501498747754792,2.2638941841171807,4.298874822086135,COMPLETE,,,,,,,,,
73.0,0.4475381767009036,2025-03-30 21:53:27.600875,2025-03-30 21:53:29.786842,0 days 00:00:02.185967,8.0,157.0,0.1435843890884341,0.0058786933724716,1.7889462385562036,2.830159672711897,4.699798221861177,COMPLETE,,,,,,,,,
74.0,0.4722900341386616,2025-03-30 21:53:29.788551,2025-03-30 21:53:32.155013,0 days 00:00:02.366462,7.0,175.0,0.0023075349022431,0.0154296643184403,1.6567972339221015,2.398756207862124,4.131952733266684,COMPLETE,,,,,,,,,
75.0,0.4823368269421816,2025-03-30 21:53:32.155013,2025-03-30 21:53:35.172700,0 days 00:00:03.017687,8.0,147.0,0.0010033221282261,0.021583616439042,1.5433696001587116,2.8225653268652904,4.783248136982901,COMPLETE,,,,,,,,,
76.0,0.4836146509120481,2025-03-30 21:53:35.178002,2025-03-30 21:53:38.767636,0 days 00:00:03.589634,9.0,196.0,0.0017098453893425,0.0261182877857942,1.5410924003350068,3.050365072431659,4.784044590025491,COMPLETE,,,,,,,,,
77.0,0.1413306482546989,2025-03-30 21:53:38.767636,2025-03-30 21:53:40.560193,0 days 00:00:01.792557,8.0,195.0,0.0030832515851426,0.0407499127113739,1.5503057069140485,3.2733391111954906,5.08211707789145,COMPLETE,,,,,,,,,
78.0,0.4805417429865998,2025-03-30 21:53:40.561505,2025-03-30 21:53:43.573736,0 days 00:00:03.012231,8.0,174.0,0.0014188742361595,0.0215856369229488,1.472695127410417,2.829492264720507,4.772505593127678,COMPLETE,,,,,,,,,
79.0,0.3689633893557423,2025-03-30 21:53:43.573736,2025-03-30 21:53:50.209198,0 days 00:00:06.635462,10.0,147.0,0.0016176895225535,0.0251432099545048,1.4929753878533194,3.438493756912849,5.227345965685169,COMPLETE,,,,,,,,,
80.0,0.4955666806020067,2025-03-30 21:53:50.209198,2025-03-30 21:53:53.591780,0 days 00:00:03.382582,9.0,109.0,0.0010851313087995,0.0179243780430853,1.5911292775422543,2.704083478790069,4.6505765823727145,COMPLETE,,,,,,,,,
81.0,0.4260950957680974,2025-03-30 21:53:53.591780,2025-03-30 21:53:58.877846,0 days 00:00:05.286066,9.0,110.0,0.0010791190821172,0.0288020817865858,1.3899603173922337,2.711857559951948,4.610551356379308,COMPLETE,,,,,,,,,
82.0,0.4697050813083995,2025-03-30 21:53:58.880759,2025-03-30 21:54:05.772921,0 days 00:00:06.892162,9.0,127.0,0.0037132095438127,0.017781269299829,1.6060096965684958,2.541750159028793,4.50092523392786,COMPLETE,,,,,,,,,
83.0,0.4863084955550258,2025-03-30 21:54:05.772921,2025-03-30 21:54:10.865654,0 days 00:00:05.092733,9.0,121.0,0.0019004865019401,0.0215237936535463,1.5636206578570295,2.854639100999301,4.829701057664,COMPLETE,,,,,,,,,
84.0,0.1413306482546989,2025-03-30 21:54:10.865654,2025-03-30 21:54:13.928237,0 days 00:00:03.062583,9.0,108.0,0.0028406670653467,0.0216368466951139,1.5471949462786847,3.151816317411893,4.965427622166754,COMPLETE,,,,,,,,,
85.0,0.3256058362007913,2025-03-30 21:54:13.928237,2025-03-30 21:54:18.113416,0 days 00:00:04.185179,9.0,101.0,0.0010252737842764,0.0124007337912639,1.44088754928339,2.86700508932216,5.396200656007856,COMPLETE,,,,,,,,,
86.0,0.1834294699726704,2025-03-30 21:54:18.113416,2025-03-30 21:54:22.913070,0 days 00:00:04.799654,9.0,121.0,0.0050291389028238,0.0378081501735879,1.2906811236813107,2.959528999383879,6.545100788513951,COMPLETE,,,,,,,,,
87.0,0.3839961971555358,2025-03-30 21:54:22.913070,2025-03-30 21:54:29.641352,0 days 00:00:06.728282,10.0,154.0,0.0094776162501408,0.0318496394072206,1.578928344458078,3.597582820901041,4.818922545133347,COMPLETE,,,,,,,,,
88.0,0.3126128745519713,2025-03-30 21:54:29.641352,2025-03-30 21:54:34.709097,0 days 00:00:05.067745,9.0,213.0,0.0018707277768618,0.0495716541812566,1.5094467648572776,3.061858156062867,5.67372064685361,COMPLETE,,,,,,,,,
89.0,0.1413306482546989,2025-03-30 21:54:34.711120,2025-03-30 21:54:39.329826,0 days 00:00:04.618706,9.0,320.0,0.2535669116188368,0.0141383878277117,0.7799195866314133,2.7807453725104,4.644553599473643,COMPLETE,,,,,,,,,
90.0,0.1413306482546989,2025-03-30 21:54:39.329826,2025-03-30 21:54:44.845649,0 days 00:00:05.515823,10.0,165.0,0.0841928379286011,0.1365682779127593,1.7104114512187776,4.649558438244859,4.827856782472445,COMPLETE,,,,,,,,,
91.0,0.4898360264605296,2025-03-30 21:54:44.845649,2025-03-30 21:54:47.497559,0 days 00:00:02.651910,8.0,131.0,0.0016148728963525,0.0197653605074025,1.62822950642329,2.6416345389651434,4.429138637001553,COMPLETE,,,,,,,,,
92.0,0.4952401675832472,2025-03-30 21:54:47.497559,2025-03-30 21:54:51.084805,0 days 00:00:03.587246,9.0,131.0,0.001501363277322,0.0223725610520002,1.6126498685490416,2.66849990158994,4.739517192029912,COMPLETE,,,,,,,,,
93.0,0.4507499192011722,2025-03-30 21:54:51.088771,2025-03-30 21:54:57.550984,0 days 00:00:06.462213,9.0,131.0,0.0027462177587995,0.0275589344911472,1.6241044722082008,2.677604489770508,4.085854517828688,COMPLETE,,,,,,,,,
94.0,0.4826656482348611,2025-03-30 21:54:57.550984,2025-03-30 21:55:02.298448,0 days 00:00:04.747464,9.0,121.0,0.0016853240042357,0.0193732423810464,1.6846062477150456,3.2563326180807195,4.469982296884702,COMPLETE,,,,,,,,,
95.0,0.4591803416328894,2025-03-30 21:55:02.298448,2025-03-30 21:55:08.628079,0 days 00:00:06.329631,9.0,108.0,0.0013553630668937,0.0250347690477217,1.8196677671447503,3.0809087420960326,4.611029992179742,COMPLETE,,,,,,,,,
96.0,0.4859990804597701,2025-03-30 21:55:08.628079,2025-03-30 21:55:12.064337,0 days 00:00:03.436258,9.0,195.0,0.1122844249592659,0.0146838696885721,1.604768923846613,2.4765477849351463,5.141528762969347,COMPLETE,,,,,,,,,
97.0,0.4783514900063757,2025-03-30 21:55:12.064337,2025-03-30 21:55:22.291698,0 days 00:00:10.227361,10.0,161.0,0.0474342989743666,0.033188748340806,1.6035504709648662,2.402219770072607,5.1111794938937445,COMPLETE,,,,,,,,,
98.0,0.478781044004718,2025-03-30 21:55:22.291698,2025-03-30 21:55:26.831826,0 days 00:00:04.540128,9.0,185.0,0.0156818315089677,0.0146289798392805,1.4592213854995764,2.4773237489776574,5.004710031981481,COMPLETE,,,,,,,,,
99.0,0.462231421634007,2025-03-30 21:55:26.831826,2025-03-30 21:55:42.112567,0 days 00:00:15.280741,10.0,199.0,0.0036586987213705,0.011695182122679,1.3984232138678183,2.320423512422938,4.883219138298505,COMPLETE,,,,,,,,,
,,,,,,,,,,,,,0.0,200.0,0.0411288995155353,5.0,1.3565649437042016,3.217312263583509,8.425389550616842,7.735578183483245,0.1796212954092917
,,,,,,,,,,,,,1.0,300.0,0.041842463347546,9.0,1.2153343671494017,4.785744077523656,5.728936487429154,6.755369483940492,0.4563051674040329
,,,,,,,,,,,,,2.0,100.0,0.0328267580833406,6.0,0.2211614129364317,2.731420873773807,3.4393623277771965,20.04306619412759,0.4677937743382948
,,,,,,,,,,,,,3.0,700.0,0.0133856057219569,7.0,0.214492309193534,4.421519109414641,4.956988066403109,13.766561612483798,0.4624023314954639
,,,,,,,,,,,,,4.0,600.0,0.0592565797726285,6.0,0.0084565523464171,4.481717147782131,8.961790443709095,11.5453713430532,0.4456458790347853
,,,,,,,,,,,,,0.0,200.0,0.041128899515535354,5.0,1.3565649437042016,3.217312263583509,8.425389550616842,7.735578183483245,0.17962129540929175
,,,,,,,,,,,,,1.0,300.0,0.04184246334754602,9.0,1.2153343671494017,4.785744077523656,5.728936487429154,6.755369483940492,0.4563051674040329
,,,,,,,,,,,,,2.0,100.0,0.03282675808334061,6.0,0.22116141293643177,2.731420873773807,3.4393623277771965,20.04306619412759,0.46779377433829483
,,,,,,,,,,,,,3.0,700.0,0.013385605721956913,7.0,0.214492309193534,4.421519109414641,4.956988066403109,13.766561612483798,0.46240233149546395
,,,,,,,,,,,,,4.0,600.0,0.059256579772628576,6.0,0.008456552346417135,4.481717147782131,8.961790443709095,11.545371343053201,0.4456458790347853
